,id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
10,011,-131.09679,136.3363,-31.37537,18.98195,-12.108329,-1.2427065,-10.454584,3.5569859,-7.21177,6.7518334,-0.7880156,1.9876858,-2.3801394,45.682594,22.339209,23.841003,16.742287,16.281786,12.998536,12.452519,11.194426,11.2265415,9.392829,10.432702,9.215892,8.590386,-330.05597,30.400173,-118.09084,-37.304268,-75.804596,-54.687805,-58.22502,-38.672256,-56.05977,-31.055313,-38.28234,-33.477814,-31.996838,10.203109,187.65463,37.511993,86.357086,34.819283,54.632305,33.34867,46.880817,41.20349,48.555862,42.89885,51.04248,42.66868
11,012,-154.09204,135.73726,-6.104365,24.385288,-2.614882,1.297177,-9.361021,4.785831,-7.928785,4.6002097,-2.892721,2.8632436,-2.8602347,48.21526,27.794348,21.346886,19.244877,18.500929,12.03988,14.79257,11.117483,11.37777,8.452035,11.037766,8.38444,7.833397,-514.27765,1.3494526,-92.865204,-41.370422,-76.010704,-44.43301,-55.81185,-37.466328,-57.419178,-27.949146,-40.402252,-36.10412,-38.275063,-12.886087,209.07991,76.02551,91.636734,56.89785,43.501892,40.310837,51.200996,35.152298,36.89702,42.48874,31.961203,30.68755
12,013,-127.9167,136.55363,-25.837683,20.726595,-11.907291,-1.525717,-6.4381337,0.36478415,-6.668542,9.066638,0.21986756,6.4255657,0.457855,41.110382,19.806227,20.528078,13.647522,15.528159,11.292753,11.091455,9.45479,10.539942,9.100627,10.1271925,8.1675,8.326237,-515.3095,0.25502825,-113.62642,-27.634977,-75.996605,-57.44188,-51.63652,-37.637863,-59.391174,-29.964455,-41.050705,-28.3197,-37.994263,2.029624,191.58536,43.17856,79.508194,45.68496,43.36705,32.204887,36.369217,32.330376,47.76078,37.884033,41.104946,32.96482
13,014,-153.07031,128.99327,-12.212572,15.700905,-12.450505,3.4708283,-10.417973,1.0103996,-9.876284,5.0947647,1.8635933,2.1116278,-1.0654303,73.40302,32.441822,26.422792,16.800037,19.581364,12.946355,14.569075,12.556015,13.274081,10.694926,12.526381,10.927882,9.825747,-507.46115,-68.13106,-128.71194,-43.781235,-118.33663,-53.81968,-67.44891,-51.620373,-63.466503,-50.192413,-47.271404,-33.039284,-45.018513,13.812972,209.84358,100.46698,98.94588,39.325676,49.86657,34.428257,45.77134,43.700035,42.643185,42.252327,45.680458,34.70684
14,015,-261.29788,117.78776,-3.4510279,23.860403,-9.120464,-3.028009,-13.000615,-4.6326604,-10.807978,-0.691954,-6.516151,-5.637702,-5.895047,137.77005,53.26731,35.62159,25.333038,22.983547,16.61692,17.549084,14.348224,14.329089,12.815799,12.9510765,10.093496,10.036965,-527.3234,-78.61357,-109.21086,-44.736988,-86.13524,-67.00791,-65.53578,-66.24449,-74.05188,-46.111465,-52.915245,-41.970886,-48.27608,-22.287794,215.46172,95.739296,112.303444,55.299614,64.00888,42.670322,44.740135,35.901165,39.197628,35.727768,28.96901,30.582722
15,016,-173.05222,117.32197,-10.110229,22.119905,-4.008827,5.60984,-7.354725,4.8125057,-4.954136,3.196326,2.5419996,2.4125893,0.5200292,71.112045,32.165134,25.343235,18.77563,19.463013,15.517185,16.413115,12.787964,13.664063,10.213643,11.93265,8.209452,8.591414,-495.35764,-51.394855,-106.062546,-51.57315,-86.28436,-56.482323,-69.95688,-47.517227,-64.371666,-36.587643,-34.124676,-31.250317,-31.68899,14.235304,204.71385,61.670254,81.16954,55.25446,58.436726,38.54165,55.60643,38.97049,48.37838,46.82843,47.64285,40.92449
16,017,-167.69626,132.09457,-18.828045,27.797539,-6.0951595,1.9510809,-2.6033978,4.5361853,-3.3088589,3.2739975,2.622075,1.632326,-0.82166773,60.459263,28.408754,23.052267,17.560879,17.984583,13.414011,13.830851,10.844405,11.541654,9.53061,10.107601,7.540127,7.9369116,-423.3088,-49.671013,-95.500854,-37.665756,-73.486595,-43.145794,-66.16397,-37.784824,-57.437447,-26.717915,-33.478714,-23.587395,-34.71958,-2.011288,192.08453,49.8097,84.374054,35.52596,48.031075,37.506615,35.90778,32.17312,37.182343,40.912476,29.212126,30.068642
17,018,-205.50012,141.81168,-17.541,28.226969,-4.1711035,3.2142074,-8.228199,-3.7729454,0.9736497,2.027894,6.032196,0.15317135,-1.2573942,79.54254,33.10562,28.852453,18.037228,22.880423,15.889815,16.150831,13.86875,13.580109,10.407447,13.503902,9.121175,8.144862,-505.92868,-14.042706,-112.62442,-22.442623,-87.69061,-51.206253,-56.595497,-47.248894,-47.669815,-45.591797,-34.649105,-37.41113,-38.814568,-16.62619,213.21721,51.651123,86.64546,38.567158,59.8856,32.8833,41.655632,54.986656,35.952827,54.562492,31.39684,35.112072
18,019,-206.14111,146.25786,-7.520772,18.004333,-1.8228607,-3.176013,-10.438276,-4.9757376,-2.488714,-2.1096747,0.30339813,-3.8599446,-7.4699483,83.941185,39.748608,30.750156,22.75204,22.986624,17.006702,14.836335,14.478449,14.005859,11.007415,12.204278,9.569445,9.966503,-497.2112,-27.844015,-95.07151,-43.64199,-75.92471,-55.345383,-55.0047,-50.136932,-52.265564,-41.90503,-43.59153,-37.300938,-44.741974,-29.701193,234.15143,81.11179,81.068535,57.39762,53.73473,31.1571,37.850536,48.753624,31.033596,38.870514,29.18883,23.877872
19,020,-208.49524,137.97539,-25.7868,23.3768,-19.958426,-13.62015,-14.520192,-10.017595,-7.701493,-9.536168,-3.37899,-2.7339954,-7.901654,78.221016,48.255596,39.726868,35.682518,25.09361,23.427137,20.236113,15.380697,15.553855,13.390144,13.4636545,11.36759,10.307926,-519.3813,-88.18929,-149.12836,-70.20084,-117.25151,-97.95662,-80.75554,-66.34703,-74.209564,-61.49647,-47.377213,-40.069054,-44.35167,15.351101,241.04744,92.13147,149.00052,51.300735,67.449196,51.68065,42.602943,51.745182,34.752945,44.960896,41.633995,37.67347
20,021,-226.22464,128.97946,-25.541248,18.556889,-18.649298,-19.242495,-8.307244,-13.739687,-8.150237,-9.114164,-3.607723,-1.0526842,-9.222734,100.09767,46.021774,41.640884,33.52001,27.268099,22.890417,18.767574,17.32096,17.647137,13.620405,14.798984,12.0945635,11.404929,-509.3731,-70.79329,-148.591,-75.22117,-112.7719,-103.77094,-84.07924,-66.05345,-78.62662,-60.38786,-46.52344,-67.28978,-53.143448,35.37305,228.98685,85.79204,135.85414,68.793945,49.41739,55.968822,55.427284,42.469124,39.762512,60.55863,48.31918,33.808014
21,022,-240.74326,131.43639,-16.404285,18.830189,-16.757874,-10.120219,-11.343986,-6.217043,-10.333238,-6.888869,-1.8340675,-2.8012776,-7.780418,114.41871,45.526646,42.788734,37.684517,27.874626,17.19905,21.652992,17.606419,17.498861,13.619108,17.199772,13.133596,11.672801,-499.15826,-26.461098,-133.9578,-75.57357,-101.236145,-61.46264,-69.40035,-50.005394,-62.939835,-48.58944,-47.92941,-50.952213,-39.682716,-5.1929474,234.33817,87.74988,127.285934,50.34124,45.23059,49.602448,43.800102,40.40015,34.450287,46.494087,40.21142,31.755142
22,023,-239.38557,135.7141,-0.7933513,8.34047,-1.6258279,3.2326136,-13.557287,0.6367533,-1.4842613,-0.48631576,5.890609,9.597784,3.4157376,89.44974,46.475323,41.41464,34.898426,21.627895,19.064844,18.868649,15.580472,14.336319,12.729293,13.164744,11.276274,9.686665,-490.90863,-45.11817,-126.81369,-85.11111,-83.35961,-77.828964,-88.23288,-56.18075,-51.54802,-47.305862,-46.615967,-33.717785,-31.529308,13.017266,232.06891,96.9102,125.54627,55.065376,59.258736,37.2909,49.681408,49.007236,38.20341,50.98346,48.057377,39.876724
23,024,-163.77197,125.137474,-5.471654,23.180038,-4.2780247,11.155401,-8.440816,1.9421552,-2.6244426,4.804384,5.34662,3.6957643,-1.688946,67.57259,30.488348,24.282866,17.6197,19.275557,13.57001,14.666086,12.478584,13.038072,9.698779,12.80309,8.340454,8.303378,-503.8923,-7.9334464,-87.05871,-33.236942,-69.99657,-48.943985,-58.62368,-41.85472,-50.280266,-28.001793,-32.016403,-26.180784,-33.054977,-1.8740687,209.81773,61.682724,81.49715,46.2661,75.31226,30.960155,47.645763,46.99137,33.44116,50.7606,34.607315,31.254417
24,025,-224.27747,144.77914,-0.35132447,32.735218,16.972288,5.3020816,11.488804,-0.6583012,11.447723,1.3208259,-0.96353,10.883374,-1.4009626,71.98803,22.000187,16.47965,14.4460335,15.106797,10.923783,12.163202,14.215631,10.965174,10.21194,9.58719,9.465539,9.149228,-496.5899,0.0,-80.00231,-24.269295,-62.065914,-52.518555,-57.0486,-95.170395,-46.366615,-47.521812,-37.266617,-28.457272,-59.75273,-42.029926,210.13481,50.088066,84.04038,60.6055,56.86883,54.362732,36.857246,79.74042,36.86857,45.72466,62.11007,27.250196
25,026,-179.6271,125.79171,-14.451399,22.753988,-17.494795,-5.160687,-4.6299577,-0.9621093,-5.7602224,-0.28941706,-1.8026695,1.7394555,-3.5828347,72.834915,37.623165,32.64089,26.62636,24.489796,17.714848,17.759502,13.731675,15.756315,11.903009,12.707607,10.884864,10.889904,-495.33316,-44.286743,-133.89804,-82.186745,-113.0467,-81.40491,-70.92337,-50.029755,-61.78145,-40.892464,-46.1638,-38.14301,-67.655685,48.42017,220.01364,86.07721,115.929825,46.960335,49.053413,67.32112,64.16213,50.03894,42.88684,72.78563,42.197334,38.215836
26,027,-225.79314,123.80901,1.1225045,26.196653,-9.686079,0.595278,-13.618929,-1.8625135,-5.791498,-4.3756557,-2.3806968,-4.5713654,-0.9728513,91.8677,41.66215,31.869995,24.651352,22.885593,16.523453,18.42072,12.171597,13.708248,11.239242,10.74284,9.635154,9.1811285,-492.3729,-5.2295895,-111.56105,-40.039314,-94.985344,-48.781322,-68.46101,-45.56899,-59.401955,-47.073128,-36.793076,-37.06453,-30.239674,-11.085534,219.50433,72.93553,80.468864,45.018116,67.99295,31.8993,28.548601,25.0365,29.18294,33.985703,31.031097,33.470345
27,028,-195.10141,130.4268,-15.064833,16.421602,-15.868247,-12.623329,-14.716371,-6.4514627,-10.149361,-6.7945657,-6.4547234,-0.21557072,-9.805433,70.94784,45.256042,39.23414,35.79421,24.258257,20.09335,18.489307,14.579255,15.5871315,13.242872,13.537776,10.96847,10.167323,-503.39676,-104.435394,-150.953,-88.25041,-112.07055,-89.85309,-76.167984,-70.236755,-63.46437,-61.04033,-56.658047,-41.28626,-52.660046,-7.5000396,234.6439,97.025406,143.81186,52.213486,49.930885,53.3853,48.293724,50.518997,37.84308,48.13138,42.019844,22.34687
28,029,-179.85591,136.95569,4.800612,25.142323,-19.356743,-6.63026,-10.827291,0.18166025,-14.422064,-0.94662,0.64102364,-1.6527635,-0.27490446,58.152115,28.249485,20.754835,15.960518,19.967165,14.118516,13.317901,11.141907,12.727818,9.964335,11.632642,8.417415,9.025918,-402.94492,4.787279,-87.06294,-28.129559,-94.42012,-55.814568,-61.176895,-43.16484,-63.681675,-37.0233,-40.098873,-40.97071,-37.631348,-35.770294,201.87158,69.75021,81.046104,26.611202,54.25714,36.76098,54.07717,36.416275,38.953003,47.020447,34.711166,41.34308
29,030,-154.88374,113.844284,-28.6132,29.876524,-5.7749004,-11.237345,-3.753648,-1.432086,-7.7958083,-1.777206,-2.983257,4.041834,-2.5240283,73.603195,41.488407,34.444016,21.781885,19.32082,19.15957,14.488433,12.598525,10.206655,8.923665,9.660289,7.2733364,7.109033,-543.5082,-79.23093,-148.92923,-41.946434,-77.97622,-91.1853,-51.41636,-48.225693,-60.171257,-30.287971,-37.58747,-32.954483,-27.826813,-13.133051,212.10074,75.602974,93.97975,50.107903,50.14358,46.828545,34.130024,25.95319,35.004173,29.70656,33.91848,27.036297
30,031,-215.87332,125.77499,-4.241952,20.349823,6.4267898,-7.4905896,-1.1146742,2.1613693,-3.7277114,4.282973,0.49242646,1.9259545,-4.206973,98.70179,43.702763,41.182655,24.5001,18.51977,19.766117,15.261256,13.198081,13.345359,12.26036,11.874553,9.167681,9.180552,-512.8726,-58.123035,-131.23618,-64.25846,-72.00733,-89.39162,-51.496178,-44.75701,-62.2222,-47.245712,-42.49202,-36.686302,-39.16184,31.46133,221.21513,94.26624,99.207504,50.29045,44.381,42.978653,41.764687,44.20128,55.129475,47.9569,33.83411,29.309273
31,032,-182.48952,134.33647,-23.98121,20.99441,-0.33680168,-12.059845,4.545271,-1.52349,-12.321261,1.8262062,-4.6522636,3.104087,-5.808549,91.72198,51.78149,47.571243,25.821632,23.488628,18.40051,16.510303,12.504727,12.648192,10.291022,12.97752,9.062222,7.9706497,-530.6164,-61.396236,-136.8801,-56.222504,-84.45136,-74.68297,-46.91217,-40.519207,-58.1551,-31.044012,-48.81209,-43.136864,-35.003006,-8.442853,234.70258,94.238464,103.31416,60.839806,49.447723,47.575428,35.08829,28.366259,40.674427,27.803928,35.53654,30.237549
32,033,-190.09784,138.66693,-32.7771,17.274946,-0.7178446,-15.488083,0.47924647,-2.6167078,-6.495927,3.1156428,-4.219127,2.6636217,-3.801597,97.280716,45.041542,45.808624,25.730862,19.757805,21.874693,16.142952,13.767059,13.65333,9.371612,11.82113,7.7115846,7.88771,-517.8319,-43.821983,-156.01378,-61.419262,-63.663544,-89.4653,-48.11566,-54.359894,-68.32127,-24.229868,-47.30385,-35.664482,-43.569893,50.58186,235.14468,98.28076,96.85516,56.345276,48.661465,56.17122,36.80997,36.624027,33.645844,24.643665,30.741995,25.239964
33,034,-193.21283,140.03053,-26.96937,23.387884,-0.40277112,-19.019636,1.769588,-4.2752833,-7.397558,-1.4617296,-3.383492,5.1895604,-2.529092,87.361565,50.500484,46.485973,26.43954,22.66019,20.459673,16.809317,13.237949,13.443126,9.20172,11.409137,8.180426,7.9703345,-495.0439,-46.864166,-147.67807,-55.867226,-78.459816,-84.67865,-46.374516,-47.053467,-61.025597,-35.03382,-48.754356,-23.87016,-36.85774,-18.671518,231.53102,87.09835,99.8714,51.78131,47.655235,53.915123,38.078217,42.364487,33.510258,28.910969,31.157207,26.934187
34,035,-201.18874,137.238,-28.787844,16.622248,-4.564016,-21.519712,-3.3132007,-3.7819881,-9.213469,2.799596,-0.44743094,4.5363483,-4.593966,93.40143,48.760227,47.246784,24.499952,21.859709,21.50286,17.155226,12.952057,12.8685465,10.41921,11.711191,8.036191,7.600395,-521.8871,-47.986343,-160.30566,-55.726192,-75.77055,-88.77466,-52.653137,-54.965973,-59.59607,-27.10477,-32.990906,-22.146233,-30.912596,-29.66862,238.53555,86.7192,86.34143,57.87311,44.768826,47.31712,34.846672,37.054504,42.061005,31.890171,35.60845,25.582642
35,036,-187.16628,128.59685,-25.709932,19.347292,4.4037094,-19.500502,0.5637934,-3.5682278,-8.44928,-0.59199363,2.1161764,-1.0246605,-2.9893906,90.37389,47.37718,44.53255,25.904629,21.866377,20.491236,16.964577,12.87051,12.357083,9.6107645,12.317611,8.718463,7.7690454,-525.96716,-49.037727,-143.80042,-53.615387,-74.463326,-88.61568,-58.74902,-46.13362,-55.482323,-34.487152,-39.22355,-33.396454,-34.912598,-2.6824877,222.70496,90.8135,97.12698,62.821625,47.668224,53.60804,38.053352,35.225147,35.784283,38.720657,28.741764,26.563734
36,037,-201.00894,136.17514,-28.647545,28.2555,5.706486,-23.114935,2.016095,-1.4289176,-10.721763,-3.5203774,-1.7936153,1.2779491,0.3418929,91.45191,46.739315,43.82865,27.904846,24.117516,22.66402,16.39245,12.537633,12.836198,9.620995,11.016634,8.813632,7.4026337,-527.4024,-42.272854,-145.24814,-37.24464,-82.687775,-89.17383,-53.02488,-47.75733,-65.178894,-39.213455,-42.14141,-38.945778,-27.84362,-14.672256,230.12637,82.894264,103.35664,63.58067,46.324135,55.428356,39.62915,27.810593,30.724796,31.005068,31.154156,28.810753
37,038,-230.3176,125.38423,-18.93746,25.19113,0.38473645,-14.306244,3.2879107,-4.8466806,-5.454358,-0.50931674,-3.7686405,3.290939,0.89480233,129.63377,53.01554,41.49578,24.685555,21.104721,20.732147,14.77064,11.94627,12.278487,8.968426,11.831317,8.0441475,7.037216,-519.6946,-36.3786,-130.78629,-44.350792,-72.64312,-85.84906,-47.402466,-48.88687,-54.577446,-51.70394,-44.734673,-34.17569,-24.485165,-24.44269,228.42435,80.128296,105.12324,52.350807,48.30893,51.37281,30.322876,35.973972,34.54133,26.46882,31.206837,32.61502
38,039,-185.94424,137.5184,-23.03048,22.558874,-5.5845404,-19.870115,-1.3845441,-8.898318,-13.01458,-1.9222729,-4.339588,3.4134524,1.0468849,86.259926,47.087753,42.059673,26.014902,22.127796,19.423996,17.669558,12.951261,12.384822,10.049539,11.511539,8.405197,8.214078,-516.38715,-65.21799,-143.95247,-45.429718,-78.33382,-76.438156,-58.304108,-47.37924,-61.09994,-33.07526,-44.766647,-32.54391,-29.970667,-20.264824,229.60109,86.429016,100.33021,52.129925,45.361965,50.38752,35.312565,23.093712,27.980078,35.64006,30.23945,32.73678
39,040,-193.58247,129.09007,-27.984783,24.402134,0.09355881,-20.186232,1.5569495,-6.6499724,-14.784686,-1.8314013,-3.139162,4.2936487,-0.8068283,88.58127,47.486088,45.05341,26.489212,21.92915,21.771902,17.205265,12.281573,12.956055,9.812492,12.124292,8.585885,7.803931,-520.4701,-53.22593,-142.46817,-48.111,-70.34104,-99.70259,-53.382526,-50.38404,-64.53272,-35.064636,-47.01247,-28.66652,-29.935904,-5.452305,227.8398,82.33605,96.54845,61.056957,56.72048,54.599976,30.961075,25.075733,33.943207,32.956886,33.40188,33.42128
40,041,-176.66656,119.3129,-16.235603,31.050379,3.4852989,-9.120236,0.99451995,-0.76227885,-6.657641,3.315744,-2.5553317,1.5561833,-4.2704,87.06373,42.549347,38.169678,21.364958,19.345896,18.691698,14.469078,12.485714,11.5574255,8.741156,10.340088,7.9874187,7.953112,-525.33136,-41.78814,-122.89414,-38.30239,-65.68521,-87.192856,-52.554214,-41.552074,-58.17784,-23.892754,-41.31868,-27.921211,-33.829987,4.396828,218.24496,82.60898,94.541306,56.162567,44.973515,55.07379,36.139023,31.650398,37.716194,35.18193,34.050808,26.810577
41,042,-175.08527,112.34708,-20.10494,24.51454,-1.7726264,-15.00309,-3.2967536,-2.17008,-10.811698,0.29093477,-3.7584577,2.0437057,-3.522042,87.55228,39.05186,38.91148,22.598713,19.96997,20.222021,15.614942,12.358856,11.749411,9.667772,10.706063,8.749551,7.949452,-465.13388,-59.016594,-141.78821,-50.98208,-79.9647,-78.755356,-52.42781,-50.487457,-58.98726,-31.454441,-40.169857,-26.902134,-34.127106,4.478522,206.12912,80.72345,90.67946,51.193256,41.026474,57.633835,32.94452,33.97437,34.13019,33.98732,31.552832,24.461113
42,043,-182.37553,143.56813,-16.007772,27.09943,3.3051898,2.961777,-2.5450888,3.8059297,1.8048481,2.870193,0.7301054,0.9435552,-1.318781,58.862297,25.870695,21.582249,13.544517,12.182831,9.8986,11.3944645,8.626969,8.407434,7.940211,8.261106,7.5958934,7.387473,-468.6106,11.768725,-102.39108,-41.093445,-56.22043,-50.56666,-52.874012,-44.685555,-35.606255,-30.743578,-27.274197,-32.636173,-28.602781,-28.431236,221.83261,60.94135,75.831505,59.02406,49.68612,63.683323,69.227356,53.530376,44.238625,45.569366,43.48647,47.424717
43,044,-166.16496,119.75675,-3.6847463,24.19657,11.347755,9.24604,6.731194,9.982615,3.5998113,6.69446,1.1999227,6.841945,4.595601,73.41761,32.072445,25.9703,17.731121,15.8770485,14.033966,13.976262,10.814618,10.623027,9.754414,9.487942,8.927943,11.053724,-477.56332,-12.474833,-101.42557,-43.835236,-51.61612,-45.771606,-38.165047,-25.532383,-42.727535,-26.495403,-30.455898,-25.382008,-28.534023,8.995089,197.79222,71.57772,92.33507,60.69464,69.87572,73.49953,57.43683,44.934647,55.74841,44.395588,53.6001,62.037277
44,045,-249.42337,118.354095,2.9313269,9.475995,-3.7121575,-2.0063064,-4.468503,-1.9068196,-3.4388251,2.2757976,-1.9344686,2.9721847,-0.49612257,93.56201,30.5883,31.08068,19.726227,17.263815,14.517624,14.404022,11.961764,12.074366,9.413229,10.467325,9.236088,10.684365,-478.9552,21.674677,-108.26946,-42.985306,-68.61136,-66.10695,-50.358757,-46.020226,-55.02133,-28.402786,-45.35823,-22.683157,-31.973015,1.0463059,197.74472,69.519165,71.67749,34.60477,34.790363,31.698078,41.852848,28.36597,34.16584,19.996967,30.29929,25.685696
45,046,-258.94876,160.17586,12.451403,20.6665,13.949656,8.842177,2.1394124,8.214781,1.4131026,0.929778,0.62249136,4.7377973,4.381052,60.09956,32.286526,14.881378,14.902813,12.096503,11.34991,9.910201,12.025986,10.402913,9.357176,9.518181,7.8073983,6.0855136,-434.8608,0.2380641,-85.90791,-24.735046,-37.090782,-39.61493,-48.300285,-48.14718,-41.977173,-49.187828,-55.166428,-26.130064,-17.662024,-42.32803,232.22768,55.78386,94.48249,53.67881,52.468376,28.504467,64.7522,47.327744,41.267143,30.961895,44.788937,28.407864
46,047,-275.68518,127.01376,26.598772,41.002285,4.4338994,2.8709388,-7.4112253,3.9366922,0.5506672,-3.6285427,5.109148,5.629101,2.060704,97.96542,46.54802,32.749573,25.10138,23.91583,18.409718,19.294767,15.253325,14.1432085,15.161157,12.214901,9.107142,8.859865,-504.6136,-49.082695,-74.89656,-31.944405,-67.96524,-45.882427,-62.633484,-41.30481,-51.58024,-54.098854,-29.516445,-30.928375,-32.304924,-72.99061,214.26627,104.21742,114.69064,69.34163,61.782234,33.232468,45.701965,44.02758,31.747593,51.724148,36.97725,31.918987
