,id,mean_bert,std_bert,min_bert,max_bert
247,248,-0.0029302228,0.4569864,-3.0432615,2.6831107
248,249,-0.0056698904,0.4808151,-3.6553934,3.3924723
249,250,-0.006349107,0.48614928,-3.7302878,3.3992112
250,251,-0.005720887,0.47785208,-3.6460245,3.409982
251,252,-0.005963482,0.48134497,-3.6823235,3.4571438
252,253,-0.005226565,0.47667667,-3.7075424,3.2784653
253,254,-0.0051753283,0.4778507,-3.721168,3.2588835
254,255,-0.006194309,0.48520082,-3.7040339,3.4605856
255,256,-0.0016880985,0.43327522,-2.9964607,3.0573745
256,257,-0.0048537776,0.47230184,-3.595749,3.3118422
257,258,-0.0059413314,0.48199397,-3.7021694,3.4465897
258,259,-0.004846284,0.47668412,-3.5640047,3.382267
259,260,-0.0058800057,0.4816824,-3.7099235,3.3977304
260,261,0.006476145,0.2519777,-1.9771111,1.85074
261,262,-0.0051391344,0.4754905,-3.6013098,3.3899052
262,263,-0.0057299756,0.47862256,-3.6799066,3.325672
263,264,-0.0029302228,0.4569864,-3.0432615,2.6831107
264,265,-0.003215474,0.45155308,-3.1800835,3.2040384
265,266,-0.0058857896,0.47991934,-3.6860185,3.3044975
266,267,-0.0058419085,0.48277792,-3.672376,3.4466152
267,268,-0.005668251,0.47969577,-3.6665795,3.330303
268,269,-0.005316286,0.47843733,-3.6730058,3.3551
269,270,-0.0058224965,0.4797795,-3.6769414,3.3725374
270,271,0.0012839375,0.3650904,-1.8379165,2.3474264
271,272,-0.0062097497,0.4862232,-3.7222242,3.452361
272,273,-0.005609149,0.4753954,-3.5485728,3.4915545
273,274,-0.0059968396,0.4818676,-3.7325535,3.3901448
274,275,-0.005565356,0.47682026,-3.6229608,3.346072
275,276,-0.004561779,0.4709609,-3.550493,3.242615
276,277,-0.006094176,0.48041964,-3.7108157,3.418126
277,278,-0.006238119,0.48514095,-3.6768844,3.4471354
278,279,-0.0058313967,0.4815479,-3.6742706,3.3943589
279,280,-0.005961012,0.48173484,-3.6555355,3.5085251
280,281,-0.006024286,0.48142493,-3.693781,3.4906666
281,282,0.0011876896,0.39556488,-2.72035,2.6617537
282,283,-0.0022202535,0.44632706,-2.932821,3.1731794
283,284,-0.0053635943,0.47870734,-3.6665165,3.461751
284,285,-0.0057620234,0.4801541,-3.7057295,3.3018079
285,286,-0.0060477536,0.48077193,-3.7336094,3.3996608
286,287,-0.005981253,0.48145428,-3.7488902,3.3556182
287,288,-0.0035395587,0.46048436,-3.3499763,3.24518
288,289,-0.0045210887,0.47321537,-3.6017907,3.324147
289,290,-0.0051282234,0.47525188,-3.6332746,3.2723982
290,291,-0.006110177,0.48387927,-3.6959257,3.4193504
291,292,-0.002966496,0.4395892,-3.280705,3.3233848
292,293,-0.0059663747,0.482304,-3.70109,3.340837
293,294,-0.0062610856,0.48188764,-3.7147994,3.3909776
294,295,-0.0052026473,0.47640717,-3.6813118,3.381612
295,296,-0.0051662284,0.47297424,-3.5687408,3.5068223
296,297,-0.004746368,0.472983,-3.612367,3.4626694
297,298,-0.005882925,0.47989768,-3.680848,3.291789
298,299,-0.005042507,0.47761023,-3.6894014,3.351978
299,300,-0.0054999446,0.4773684,-3.6720352,3.3446612
300,301,-0.00590457,0.48111427,-3.6996584,3.4025378
301,302,-0.005502917,0.4769783,-3.6681583,3.378753
302,303,-0.005623258,0.48062754,-3.7412663,3.3894687
303,304,-0.006033622,0.4802536,-3.7008893,3.3454266
304,305,-0.0058348197,0.4796388,-3.6764112,3.3209903
305,306,-0.004923656,0.47173166,-3.5857327,3.4520133
306,307,0.006832708,0.3683718,-2.420425,1.5045829
307,308,-0.0020111746,0.4285557,-2.90916,3.1150804
308,309,0.0070505813,0.35794768,-2.3666818,1.6457921
309,310,-0.0053588133,0.4769527,-3.6212265,3.35677
310,311,-0.005360745,0.47694364,-3.584094,3.3480809
311,312,-0.0061133266,0.48304504,-3.7273214,3.3987586
312,313,-0.0024998523,0.44536045,-3.2793982,3.0992823
313,314,-0.005354349,0.4776307,-3.7118833,3.2381454
314,315,-0.0056192637,0.48001543,-3.6848228,3.3792472
315,316,-0.0054424256,0.48146445,-3.735916,3.3331432
316,317,0.00072272867,0.38599062,-2.5261695,2.8040953
317,318,-0.0024304371,0.438615,-3.0316195,3.1351476
318,319,-0.005863737,0.48161435,-3.7390468,3.349806
319,320,-0.0058564083,0.48105186,-3.7060707,3.3063395
320,321,-0.006948584,0.48364973,-3.6525335,3.4465911
321,322,-0.005691281,0.47781536,-3.5651503,3.4339533
322,323,-0.0056384583,0.47935516,-3.7197936,3.2957242
323,324,-0.006029945,0.47894618,-3.6117444,3.489394
324,325,-0.0061282995,0.4816695,-3.732255,3.3747363
325,326,-0.0053709107,0.47753596,-3.6702273,3.2032611
326,327,-0.0056757014,0.48028114,-3.7152328,3.3456562
327,328,-0.0058778576,0.48068506,-3.684321,3.3979485
328,329,-0.0029211033,0.43794578,-2.5916164,3.1817293
329,330,-0.0052110422,0.47638267,-3.655981,3.233676
330,331,-0.005921068,0.47951174,-3.665634,3.449911
331,332,-0.005791091,0.4790723,-3.6468296,3.3326247
332,333,-0.0062303967,0.48253566,-3.7407823,3.3573902
333,334,-0.005847665,0.47933218,-3.6630864,3.3558047
334,335,-0.0056315945,0.4791537,-3.674959,3.343596
335,336,-0.005903546,0.480918,-3.700545,3.4497135
336,337,-0.0062487326,0.4821419,-3.7099798,3.3162892
337,338,0.005499851,0.40621462,-2.5823038,1.5563669
338,339,-0.006118916,0.48437667,-3.7027104,3.394527
339,340,-0.001302309,0.4232496,-2.9458172,3.046022
340,341,-0.0063192584,0.48515895,-3.7039237,3.4321942
341,342,-0.006003723,0.48094234,-3.6909404,3.3997319
342,343,-0.00639102,0.4844788,-3.7464654,3.4061742
343,344,-0.006178764,0.48439857,-3.7688558,3.3907928
344,345,-0.005985471,0.4822513,-3.7393386,3.3189797
345,346,-0.0056214132,0.47874838,-3.7199934,3.3904026
346,347,-0.0055923425,0.48022375,-3.6784098,3.4195979
347,348,-0.005797695,0.48034948,-3.6338468,3.3981285
348,349,-0.005664758,0.48056403,-3.693843,3.2852569
349,350,-0.00595309,0.48205462,-3.6908534,3.383861
350,351,-0.005806476,0.47761688,-3.6180773,3.4484468
351,352,0.0066371,0.3913694,-2.5228791,1.607336
352,353,-0.00533138,0.47795728,-3.6760976,3.242628
353,354,-0.0060070646,0.48275062,-3.6616678,3.4718986
354,355,-0.0057657897,0.48119065,-3.7111707,3.3815725
355,356,-0.0051045693,0.47441956,-3.6272805,3.3294415
356,357,-0.0060478337,0.48519582,-3.758549,3.3529236
357,358,-0.006049821,0.48135728,-3.7341678,3.41592
358,359,0.0071048136,0.3557512,-2.3586197,1.404993
359,360,0.0057206,0.40657064,-2.58695,1.6099712
360,361,-0.0013637195,0.42987612,-3.078216,3.0747178
361,362,-0.005742851,0.48391438,-3.7372518,3.2779193
362,363,-0.0056351065,0.48079732,-3.6960275,3.3222432
363,364,-0.004490511,0.46722215,-3.5601356,3.2624438
364,365,-0.005723978,0.4817356,-3.7581162,3.384468
365,366,-0.005560102,0.48035708,-3.7239318,3.2866495
366,367,-0.005044135,0.47279835,-3.598707,3.2996588
367,368,-0.006173787,0.48670736,-3.804412,3.32366
368,369,-0.0059489463,0.48387066,-3.759165,3.3310266
369,370,-0.0055639376,0.47642854,-3.6669912,3.2542782
370,371,-0.005565123,0.47904894,-3.6610887,3.3652678
371,372,-0.0053153075,0.47600448,-3.677238,3.2711897
372,373,-0.005366107,0.47728118,-3.6777403,3.330879
373,374,-0.005817183,0.48024255,-3.7150762,3.3335547
374,375,-0.0053427466,0.47662133,-3.668396,3.3573596
375,376,-0.005692696,0.47805497,-3.662986,3.3454297
376,377,-0.0056284205,0.48230177,-3.6737943,3.366217
377,378,-0.006289052,0.48734042,-3.7687364,3.3556871
378,379,-0.0060297637,0.4838715,-3.783952,3.3584428
379,380,-0.006008757,0.48429576,-3.8404667,3.4121284
380,381,-0.0059519913,0.48323208,-3.7306304,3.347335
381,382,-0.0066061597,0.4881757,-3.7256143,3.4348571
382,383,-0.005719207,0.48358598,-3.7611601,3.4187357
383,384,-0.0060045067,0.48507512,-3.7703927,3.4116998
384,385,-0.0059546996,0.48067135,-3.7123494,3.35852
385,386,-0.0059841406,0.48453936,-3.750029,3.4178984
386,387,-0.0061965864,0.482782,-3.728734,3.3654652
387,388,-0.005841047,0.48375532,-3.7566407,3.3770344
388,390,-0.002589142,0.4416011,-3.0735369,2.661837
389,391,-0.0058270018,0.47825506,-3.581566,3.513942
390,392,0.00060255174,0.39546925,-2.703315,2.785934
391,393,-0.0054538473,0.479155,-3.6864007,3.351118
392,394,-0.0010585537,0.4052647,-1.9944414,1.8768998
393,395,-0.0021351483,0.44028038,-3.020986,3.3623893
394,396,-0.005745193,0.4783645,-3.6537867,3.426427
395,397,-0.005461387,0.47870177,-3.65561,3.327681
396,398,-0.0058423453,0.47888005,-3.6639285,3.3897352
397,399,-0.0059352214,0.4772498,-3.6065147,3.3542626
398,400,-0.0058581904,0.47747508,-3.568713,3.4041677
399,401,-0.0052928478,0.47524834,-3.6792204,3.373673
400,402,-0.0028450761,0.45240715,-3.4072416,3.1956296
401,403,-0.0056888224,0.47948718,-3.64519,3.4171994
402,404,-0.004919804,0.4721559,-3.6336646,3.4069564
403,405,-0.0026581343,0.45159438,-3.2389963,3.0820117
404,406,-0.005552503,0.47703224,-3.6647112,3.3356736
405,407,0.0032357282,0.33420315,-2.08894,2.3876283
406,408,-0.006265243,0.4799227,-3.6411445,3.496498
407,409,-0.005798709,0.4803049,-3.64017,3.5289655
408,410,-0.005894477,0.48121795,-3.6977022,3.2866085
409,411,-0.0060942643,0.48214164,-3.7473853,3.2848718
410,412,-0.0015960817,0.42253527,-2.8195856,2.9741719
411,413,-0.004225768,0.46036625,-3.4102712,3.4768157
412,414,-0.005894456,0.48124018,-3.6724484,3.292189
413,415,-0.0035016267,0.4557294,-3.2504592,3.317286
414,416,-0.0059401914,0.48111236,-3.6996255,3.3968601
415,417,-0.0038876391,0.4549359,-3.2575798,3.3576136
416,418,-0.0034744113,0.46011817,-3.2080534,3.1900778
417,419,0.0073464043,0.344839,-2.3651867,1.6032249
418,420,-0.00284505,0.4481098,-3.0920768,3.2306688
419,421,0.0060875104,0.37567237,-2.4884584,1.6734803
420,422,-0.0055000125,0.4767428,-3.6094663,3.403306
421,423,-0.0054630856,0.48047754,-3.6657364,3.354917
422,424,-0.0058225957,0.48100668,-3.6464255,3.4037724
423,425,-0.0051150364,0.47474417,-3.5719104,3.3021965
424,426,-0.0055771265,0.47976166,-3.725427,3.313172
425,427,-0.0058981623,0.48050216,-3.6860044,3.358723
426,428,-0.0048108655,0.47084337,-3.5976336,3.24699
427,429,0.0074125375,0.35203457,-2.3346105,1.586012
428,430,-0.0056968178,0.4789331,-3.5929327,3.438335
429,431,-0.005140026,0.4757886,-3.6149566,3.3029451
430,432,-0.006244319,0.48213795,-3.689917,3.2825704
431,433,-0.006244319,0.48213795,-3.689917,3.2825704
432,434,-0.0055347146,0.4781597,-3.6856089,3.3268445
433,435,-0.0051010833,0.47025946,-3.575651,3.3351293
434,436,-0.0055347146,0.4781597,-3.6856089,3.3268445
435,437,-0.0051010833,0.47025946,-3.575651,3.3351293
436,438,-0.0059563913,0.4825446,-3.719741,3.32893
437,439,-0.0057276995,0.48054788,-3.697805,3.3751383
438,440,-0.005033402,0.47573614,-3.70085,3.2930613
439,441,-0.004619271,0.46857443,-3.6171863,3.4081933
440,442,-0.0054432563,0.47854775,-3.6841824,3.333839
441,443,-0.00613292,0.48370668,-3.7186587,3.3880417
442,444,-0.005465818,0.4755917,-3.690545,3.3229988
443,445,-0.005563495,0.47632706,-3.6042707,3.3331664
444,446,-0.0051190625,0.47369412,-3.6433306,3.2733734
445,447,-0.005451272,0.47922385,-3.651064,3.3142745
446,448,-0.005629731,0.47746614,-3.6258678,3.309458
447,449,-0.005943321,0.4827593,-3.7170055,3.4217184
448,450,-0.0049161445,0.47604305,-3.6175084,3.3839228
449,451,-0.00645105,0.4858119,-3.7346227,3.341033
450,452,-0.005400198,0.47725844,-3.6856554,3.328936
451,453,-0.004131134,0.46500382,-3.5973942,3.328025
452,454,-0.005097562,0.4735638,-3.6550617,3.2846243
453,455,-0.005421221,0.47644734,-3.6615245,3.3016882
454,456,-0.005589399,0.48035076,-3.7042048,3.315929
455,457,-0.0057714526,0.4804914,-3.7329795,3.2932441
456,458,-0.005998,0.48152205,-3.7263062,3.3508394
457,459,-0.0059604025,0.48102856,-3.64488,3.4544816
458,461,-0.0057784156,0.4772812,-3.6536193,3.4028847
459,462,-0.00525968,0.47295842,-3.5312493,3.5244129
460,463,-0.005284572,0.4735875,-3.5540948,3.4688764
461,464,-0.005709807,0.47798693,-3.7267492,3.4061074
462,465,-0.0063357856,0.48399368,-3.7130737,3.3853106
463,466,-0.005877157,0.4787359,-3.6153877,3.5040925
464,467,-0.0059782737,0.47872114,-3.639204,3.4031062
465,468,-0.005365506,0.4753705,-3.5941863,3.42277
