id,video,emotion
77,https://drive.google.com/file/d/1YIy7DteRuFINaJ7Wb2UQDIReVLnXngma/view?usp=share_link,Surprise
78,https://www.instagram.com/reel/DC_j_grTwnj/,Proud
79,https://drive.google.com/file/d/15eAQE4XB1hNHvw1xth0HGhJXNXV-oWoh/view?usp=share_link,Neutral
80,https://www.instagram.com/reel/DEH-AmOTZDB/,Proud
81,https://www.instagram.com/reel/DEhZ4GazM-B/,Joy
82,https://drive.google.com/file/d/19Caz_xMd2IIDY_NqjA3NK3VRG0SFs-zz/view?usp=share_link,Sadness
83,https://www.instagram.com/reel/DHfq6pzz5va/,Surprise
84,https://www.instagram.com/reel/DK2D0crz3Tc/,Trust
85,https://www.instagram.com/reel/DK4nDMezW1C/,Trust
86,https://www.instagram.com/reel/DK62VvLzqpA/,Trust
87,https://www.instagram.com/reel/DJ_x5YVPNwG/,Proud
88,https://www.instagram.com/reel/DJRcLlWvb8R/,Surprise
89,https://drive.google.com/file/d/12YBpn9zWc_3FfDadbmlip4s98_GjqUGY/view?usp=share_link,Trust
90,https://drive.google.com/file/d/12YBpn9zWc_3FfDadbmlip4s98_GjqUGY/view?usp=share_link,Fear
91,https://drive.google.com/file/d/12YBpn9zWc_3FfDadbmlip4s98_GjqUGY/view?usp=share_link,Neutral
92,https://drive.google.com/file/d/12YBpn9zWc_3FfDadbmlip4s98_GjqUGY/view?usp=share_link,Surprise
93,https://drive.google.com/file/d/12YBpn9zWc_3FfDadbmlip4s98_GjqUGY/view?usp=share_link,Proud
94,https://drive.google.com/file/d/12YBpn9zWc_3FfDadbmlip4s98_GjqUGY/view?usp=share_link,Surprise
95,https://drive.google.com/file/d/12YBpn9zWc_3FfDadbmlip4s98_GjqUGY/view?usp=share_link,Trust
96,https://drive.google.com/file/d/12YBpn9zWc_3FfDadbmlip4s98_GjqUGY/view?usp=share_link,Proud
97,https://drive.google.com/file/d/12YBpn9zWc_3FfDadbmlip4s98_GjqUGY/view?usp=share_link,Trust
98,https://drive.google.com/file/d/12YBpn9zWc_3FfDadbmlip4s98_GjqUGY/view?usp=share_link,Trust
99,https://drive.google.com/file/d/12YBpn9zWc_3FfDadbmlip4s98_GjqUGY/view?usp=share_link,Trust
100,https://drive.google.com/file/d/12YBpn9zWc_3FfDadbmlip4s98_GjqUGY/view?usp=share_link,Proud
101,https://drive.google.com/file/d/12YBpn9zWc_3FfDadbmlip4s98_GjqUGY/view?usp=share_link,Trust
102,https://drive.google.com/file/d/12YBpn9zWc_3FfDadbmlip4s98_GjqUGY/view?usp=share_link,Surprise
103,https://www.instagram.com/reel/DNIZ-Qryj6Z/,Surprise
104,"https://www.instagram.com/reel/DK_wDh1hwRG/
",Sadness
105,https://www.instagram.com/tv/CCOSpdujJ4k/,Proud
106,https://www.instagram.com/reel/Cv1eEmSs7DX/,Proud
107,https://www.instagram.com/reel/DL99KPdPUlQ/,Surprise
108,https://www.instagram.com/reel/DMHoJzjPQxD/,Surprise
109,https://www.instagram.com/reel/DIPxjcdSdYv/,Proud
110,https://www.instagram.com/reel/DJ3wmd7PCCv/,Trust
111,https://www.instagram.com/reel/DJ5sGBJPo-t/,Joy
112,https://www.instagram.com/reel/DJdL3I_vyn7/,Joy
113,https://www.instagram.com/reel/DJhUFq8vZQK/,Anger
114,https://www.instagram.com/reel/DJiX-UIvH9_/,Surprise
115,https://www.instagram.com/reel/DJrZS4wvzA1/,Surprise
116,https://www.instagram.com/reel/DJsXnLOha8u/,Joy
117,https://www.instagram.com/reel/DJwP5StPWix/,Proud
118,https://www.instagram.com/reel/DJx3eoqvDxX/,Proud
119,https://www.instagram.com/reel/DJxLuIuzx1u/,Anger
120,https://www.instagram.com/reel/DKbi4zyvG3T/,Surprise
121,https://www.instagram.com/reel/DKdef95Pp2Q/,Trust
122,https://www.instagram.com/reel/DKhARZmvGaY/,Joy
123,https://www.instagram.com/reel/DLJqzGNPgfT/,Love
124,https://www.instagram.com/reel/DAaxBJBSZ1K/?utm_source=ig_web_copy_link,Surprise
125,https://www.instagram.com/reel/DMKM3ChP24e/,Proud
126,https://www.instagram.com/reel/DMu9O1CP_cc/,Proud
127,https://www.instagram.com/reel/DMyvip8SNKp/,Proud
128,https://www.instagram.com/reel/DNE3DrKvBLU/,Surprise
129,https://www.instagram.com/reel/DCwMSoDNbxa/,Surprise
130,https://www.instagram.com/reel/DNIZu8tJJmt/,Surprise
131,https://www.instagram.com/reel/DJ9CRHlPX1f/,Surprise
132,https://www.instagram.com/reel/DJ_pmxePpO0/,Sadness
133,https://www.instagram.com/reel/DCTGsD5BY8_/,Surprise
134,https://www.instagram.com/reel/DJ9CDZnB6Em/,Anger
135,https://www.instagram.com/reel/DJrKhl0tg2k/,Proud
136,https://www.instagram.com/reel/DKgtvrVu3yw/,Anger
137,https://www.instagram.com/reel/DKVP0IxzhnY/,Surprise
138,https://www.instagram.com/reel/C9ecLnSOrIV/,Proud
139,https://www.instagram.com/reel/DM1pR0ey3sX/,Surprise
140,https://www.instagram.com/reel/DMzhzVLy9hg/,Surprise
141,https://www.instagram.com/reel/DLpiur6yIvq/,Surprise
142,https://www.instagram.com/reel/DLZoJ8CytTe/,Surprise
143,https://www.instagram.com/reel/DKzV_YByh1A/,Surprise
144,https://www.instagram.com/reel/DKji0r6SU40/,Surprise
145,https://www.instagram.com/reel/DKT5itwyTPp/,Sadness
146,https://www.instagram.com/reel/DJrjeGsSIyc/,Surprise
147,https://www.instagram.com/reel/DIlmd-4SO7s/,Surprise
148,https://www.instagram.com/reel/DH5DVpFyEXV/,Trust
149,https://www.instagram.com/reel/DG5nD_aykGo/,Surprise
150,https://www.instagram.com/reel/DGKpBnFSzTN/,Trust
151,https://www.instagram.com/moladin_id/reel/DFu7bn8S5k8/,Proud
152,https://www.instagram.com/reel/DFp8hyZyAna/,Trust
153,https://www.instagram.com/moladin_id/reel/DFaLH18SJAa/,Surprise
154,https://www.instagram.com/moladin_id/reel/DFXxK6cSSuh/,Trust
155,https://www.instagram.com/moladin_id/reel/DEm23d2yzeu/,Surprise
156,https://www.instagram.com/moladin_id/reel/DElz8FpS2rg/,Surprise
157,https://www.instagram.com/moladin_id/reel/DDq5sbiSdfx/,Trust
158,https://www.instagram.com/moladin_id/reel/DDlSrZYSvAN/,Surprise
159,https://www.instagram.com/reel/DDFCBDQS1J3/,Surprise
160,https://www.instagram.com/moladin_id/reel/DC5s_nJS-Df/,Surprise
161,https://www.instagram.com/reel/DExIKhNyAqa/,Surprise
162,https://www.instagram.com/moladin_id/reel/DM7rDvfy3_k/,Surprise
163,https://www.instagram.com/moladin_id/reel/DM2G4Yny06x/,Trust
164,https://www.instagram.com/moladin_id/reel/DMus1qdh63R/,Surprise
165,https://www.instagram.com/moladin_id/reel/DMxYMsNSZ5x/,Proud
166,https://www.instagram.com/moladin_id/reel/DMppfoHSJ_I/,Proud
167,https://www.instagram.com/moladin_id/reel/DLuM-zqy_vD/,Anger
168,https://www.instagram.com/moladin_id/reel/DKv6hteyHsO/,Surprise
169,https://www.instagram.com/reel/DJoejAOS-h2/,Trust
170,https://www.instagram.com/reel/DM7mvB-yh3a/?igsh=ZWx5bHd1dnFpcjBo,Joy
171,https://www.instagram.com/reel/DNIHSEMSNfW/?igsh=eTNlbzY2NmV3bmdo,Surprise
172,https://www.instagram.com/reel/DM-If0OyMrx/?igsh=MWoxZnZzOTl4a2psNA==,Surprise
173,https://www.instagram.com/reel/DME_qnczF2Y/?igsh=dTJrbnk4MTdnam92,Surprise
174,https://www.instagram.com/reel/DK_a9aazNPI/?igsh=MWJkNzhiamwwbjBxYw==,Trust
175,https://www.instagram.com/reel/DGmzQ0Nyjlo/?igsh=MW5scHM5ZzNpNGlrOQ==,Surprise
176,https://www.instagram.com/reel/DB7wNtHygCF/?igsh=a2ozNjY3Y21wOTVs,Surprise
177,https://www.instagram.com/reel/C_2iOlQygzj/?igsh=ZDBpbTZncDc0NDBu,Proud
178,https://www.instagram.com/reel/C9uSnn4yIed/?igsh=MWVmbGYzcmR0MzFibw==,Surprise
179,https://www.instagram.com/reel/C9ruCj2NU48/?igsh=bmFtMmVudjFlMGYw,Surprise
180,https://www.instagram.com/reel/C8bZNf8piGK/?igsh=MTlmajA4OTNram1jeA==,Surprise
181,https://www.instagram.com/reel/C8HUehCSH9y/?igsh=MWs4MDZrOHVzZzExcg==,Surprise
182,https://www.instagram.com/reel/C7gsk4eSpe0/?igsh=YW1wdzRqMDRlODFh,Trust
183,https://www.instagram.com/reel/C7Th3O_SMo_/?igsh=azVseHdna29mZW8w,Surprise
184,https://www.instagram.com/reel/C_xrYxqgSp8/?igsh=YWR5eGFlbzA5ZzBq,Surprise
185,https://www.instagram.com/reel/C912wNXS2Ma/?igsh=MTM0bzkwcDBuM2liYQ==,Surprise
186,https://www.instagram.com/reel/C9wKwPpSfOn/?igsh=MXh5d3l5dHRlOXJ6ZA==,Surprise
187,https://www.instagram.com/reel/C9l-N3VyaRp/?igsh=b2N3amd1NWduZmRz,Surprise
188,https://www.instagram.com/reel/C9O5vosydAJ/?igsh=MXE5Z2x0Zjd5cHRveg==,Surprise
189,https://www.instagram.com/reel/C9AAAeSS1qm/?igsh=ZGxwMzJvcTE4MXRw,Surprise
190,https://www.instagram.com/reel/C88qHd7y-BT/?igsh=MWplejY1cWw2NGFnMg==,Trust
191,https://www.instagram.com/reel/C5QYc03yVnT/?igsh=NWducDVqMHR3NWZq,Surprise
192,https://www.instagram.com/reel/C429IqZNFFM/?igsh=MXEwY3lndWEwODU1MA==,Surprise
193,https://www.instagram.com/reel/C4AE88eSl1g/?igsh=YzRqZHUwM2xnbHNv,Proud
194,https://www.instagram.com/reel/C3hOMl-xrZM/?igsh=ZDJ0aDVwNmwxOWVy,Surprise
195,https://www.instagram.com/reel/C219ewlJWmN/?igsh=MWt2NWN1dG5zYW1xdA==,Trust
196,https://www.instagram.com/reel/C2OhxcdSOZ7/?igsh=MXhmYmYwenJ1MThieA==,Surprise
197,https://www.instagram.com/reel/C166gkuSDof/?igsh=ejhrbjRwcXFtdmU2,Surprise
198,https://www.instagram.com/reel/C0l49jmyA52/?igsh=MTNsZ3o0bWlleDYwZw==,Proud
199,https://www.instagram.com/reel/DMEz84OyvC1/?igsh=bjA5dGVkeGtxMmM1,Marah
200,https://www.instagram.com/reel/DJ6jYu2T7G-/,Proud
201,https://www.instagram.com/reel/DJ6v90oT6gf/,Surprise
202,https://www.instagram.com/reel/DKMdXCQT88v/,Proud
203,https://www.instagram.com/reel/DKR1CJYT9ho/,Proud
204,https://www.instagram.com/reel/DKg21SpTZGs/,Proud
205,https://www.instagram.com/reel/DKtXhpBzDx_/,Proud
206,https://www.instagram.com/reel/DKuQ0pVzgN0/,Trust
207,https://www.instagram.com/reel/DKw1N3WT0It/,Trust
208,https://www.instagram.com/reel/DK3wkQKzT6x/,Surprise
209,https://www.instagram.com/reel/DLCwhZMTMfo/,Trust
210,https://www.instagram.com/reel/DLXPnmazMa_/,Trust
211,https://www.instagram.com/reel/DLY2Y8hTKqt/,Trust
212,https://www.instagram.com/reel/DLbUgLKzTdm/,Surprise
213,https://www.instagram.com/reel/DLt2FA7xvIz/,Surprise
214,https://www.instagram.com/reel/DLy-zgyxL7P/,Proud
215,https://www.instagram.com/reel/DNFMPHSTrBy/,Surprise
216,https://www.instagram.com/reel/DJotEW7T_4b/,Trust
217,https://www.instagram.com/reel/DIthToJzFls/,Trust
218,https://www.instagram.com/reel/DC6uguvT834/,Sadness
219,https://www.instagram.com/reel/DCmBdX8sqGo/,Trust
220,https://www.instagram.com/reel/DDHd4XSzhZf/,Surprise
221,https://www.instagram.com/reel/DDJ--z-zkrH/,Surprise
222,https://www.instagram.com/reel/DDwztOvzIA_/,Proud
223,https://www.instagram.com/reel/DE4sP3FTR1p/,Surprise
224,https://www.instagram.com/reel/DFgs65Lzp1y/,Surprise
225,https://www.instagram.com/reel/DFKlv-PTlV1/,Proud
226,https://www.instagram.com/reel/DFsLF_Vzf7Q/,Trust
227,https://www.instagram.com/reel/DFwZIZdTdxi/,Surprise
228,https://www.instagram.com/reel/DHfoGSPTG67/,Proud
229,https://www.instagram.com/reel/DHqIf4GzSSJ/,Surprise
230,https://www.instagram.com/reel/DHX5b6cTPxY/,Proud
231,https://www.instagram.com/reel/DIeEU4QT63m/,Trust
232,https://www.instagram.com/reel/DJLkyiHzct1/,Trust
233,https://drive.google.com/file/d/10jrGw8rZ_30qPj5iCawLVpMgpKji1Wa1/view?usp=sharing,Trust
234,https://drive.google.com/file/d/1W1MHuBFcVp1Lro3wg-dDzrj1DzUgyFoQ/view?usp=sharing,Proud
235,https://drive.google.com/file/d/1tdwOb8cuBXpbAGX8hOmG4K62c4JP9GR5/view?usp=sharing,Surprise
236,https://drive.google.com/file/d/1FTY5nRUo3ChEDywZ_k26nhmCVxPJfMJT/view?usp=sharing,Surprise
237,https://drive.google.com/file/d/1pG2GATtjgaoBY-2E1_RkIJFu6DyppHfr/view?usp=sharing,Surprise
238,https://drive.google.com/file/d/1E5sY0n0XBQSDOYyrF3MluFYr69xETRgY/view?usp=sharing,Proud
239,https://drive.google.com/file/d/1Yqx2xGXcvKlK5MiiaR6ABUpFRiJ9eM0o/view?usp=sharing,Trust
240,https://drive.google.com/file/d/1UI8IJ19DQkZuTaUtLVtAI19jGMIDJuO_/view?usp=sharing,Surprise
241,https://drive.google.com/file/d/1uMJkn9Et2wBjAtSTAfGq0agFf1JQYv5S/view?usp=sharing,Proud
242,https://drive.google.com/file/d/174ktM20lrDfm4tIGFTTC4NBPqxit2ab_/view?usp=sharing,Trust
243,https://drive.google.com/file/d/174ktM20lrDfm4tIGFTTC4NBPqxit2ab_/view?usp=sharing,Trust
244,https://drive.google.com/file/d/1IBSfa1_5SRhWu03wVRoCl2-ZHrF6F-ws/view?usp=sharing,Surprise
245,https://drive.google.com/file/d/1IBSfa1_5SRhWu03wVRoCl2-ZHrF6F-ws/view?usp=sharing,Sadness
246,https://drive.google.com/file/d/1IBSfa1_5SRhWu03wVRoCl2-ZHrF6F-ws/view?usp=sharing,Trust
247,https://drive.google.com/file/d/1sfDbRuqnnfX49DXlxNJ5lTfz7xuRD4x2/view?usp=share_link,Surprise
248,https://drive.google.com/file/d/1sfDbRuqnnfX49DXlxNJ5lTfz7xuRD4x2/view?usp=share_link,Surprise
249,https://drive.google.com/file/d/1sfDbRuqnnfX49DXlxNJ5lTfz7xuRD4x2/view?usp=share_link,Trust
250,https://drive.google.com/file/d/1sfDbRuqnnfX49DXlxNJ5lTfz7xuRD4x2/view?usp=share_link,Proud
251,https://drive.google.com/file/d/1sfDbRuqnnfX49DXlxNJ5lTfz7xuRD4x2/view?usp=share_link,Surprise
252,https://drive.google.com/file/d/1sfDbRuqnnfX49DXlxNJ5lTfz7xuRD4x2/view?usp=share_link,Surprise
253,https://drive.google.com/file/d/13O0I8BGN2nOfKEzVsPpy2gkCVJW3Ai_L/view?usp=share_link,Trust
254,https://drive.google.com/file/d/1aqJ9hzi9WE4bs7NrqN7ciiLbk-qL3xil/view?usp=share_link,Surprise
255,https://drive.google.com/file/d/11kyZ7I0ZFyc-iMez6CSXoGLNIt_gwFxb/view?usp=share_link,Trkejut
256,https://drive.google.com/file/d/1VhJeu7psvZDuLyG5NFB0mtuIIqW8utvQ/view?usp=share_link,Proud
257,https://drive.google.com/file/d/1rNStUG8X1s7Gxsk7ppUkboM1bgs74ldO/view?usp=share_link,Joy
258,https://drive.google.com/file/d/1tP3XU9n0Hz7bw-i-xeARwqGVsOrUcRUN/view?usp=share_link,Trust
259,https://drive.google.com/file/d/1FxbsOfcAFwFmxE_6ydT6onXOhToEP4wm/view?usp=share_link,Proud
260,https://drive.google.com/file/d/1c_1boySTaI5v-wbdEknkClIcsC7emkyC/view?usp=share_link,Surprise
261,https://drive.google.com/file/d/1LTqO8bBrwf_Dff57G30yvs9XMuc7Ac2K/view?usp=share_link,Surprise
262,https://drive.google.com/file/d/1lKQYbrg7pACuUvw8Nap9Zwgwvx2KZUwN/view?usp=share_link,Trust
263,https://drive.google.com/file/d/1xSQdvW4eV85M8MtKiLxEbiRAnyymwnyE/view?usp=sharing,Surprise
264,https://drive.google.com/file/d/1xnnqC_dCycMn_WX7uTEjgat_XSnfRYaF/view?usp=sharing,Joy
265,https://drive.google.com/file/d/15UGEQeLrgYmjSKgC63Bt0-ntc_FuVd_j/view?usp=sharing,Trust
266,https://drive.google.com/file/d/1kdtDhRpo6ekKfT_yjBVXoVj4WercGNuF/view?usp=sharing,Proud
267,https://drive.google.com/file/d/11LxsYwvbPcaOSQmzQ5ijemVyHf36kZlL/view?usp=sharing,Surprise
268,https://drive.google.com/file/d/1nEyJP7KLtSgQhj7-efvU7ZPuGK5m9DeD/view?usp=sharing,Joy
269,https://drive.google.com/file/d/1YmlpSSW6yy3WyYBmjzhRhmXW6G5rgK0Z/view?usp=sharing,Proud
270,https://drive.google.com/file/d/1-6kF8oGj9Wvrj9FtDLh0wYVyjxt7xADU/view?usp=sharing,Surprise
271,https://drive.google.com/file/d/1Kll4_vIOLOE-jIQ4sHoTIwKoneMZe-s2/view?usp=sharing,Trust
272,https://drive.google.com/file/d/1_KjLNoBDyPq2ERIurbbpy0ymyYYTtgsc/view?usp=sharing,Trust
273,https://drive.google.com/file/d/1ftErla2d_xoxnPEw48O5qhOqZmU7yEoB/view?usp=sharing,Joy
274,https://drive.google.com/file/d/1rfwlzR9i7EpPyZvb_1frZyRyHlAwYkhz/view?usp=sharing,Surprise
275,https://drive.google.com/file/d/16CEwzTU972-N5NoaOYx_rbF8AJfqtbIT/view?usp=sharing,Surprise
276,https://drive.google.com/file/d/1m7bM3ghyam8eqKu0UIKYH1RkksH9UYHG/view?usp=sharing,Surprise
277,https://drive.google.com/file/d/1Sjfo20LxjQYLL38rcsfMK6-mglcXkGOP/view?usp=sharing,Trust
278,https://drive.google.com/file/d/1dmL2iITVmznAuhUnQQ8XagExDvDuYAzJ/view?usp=sharing,Joy
279,https://www.instagram.com/reel/CntID4iDMB_/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Joy
280,https://www.instagram.com/reel/C1gZ3ujhSJA/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Joy
281,https://drive.google.com/file/d/1z9-ww8CVET21pVgUMOXyoK2hjllGYJUD/view?usp=sharing,Trust
282,https://drive.google.com/file/d/1vpPEfSUKGoFWSpXdk3HBblneBShmz6eK/view?usp=sharing,Joy
283,https://drive.google.com/file/d/1wr145RnytH5fnStLBsCJzMhUDMyt3up3/view?usp=sharing,Joy
284,https://drive.google.com/file/d/1jbAegP8PHDVJuJvZrgSqMATDogW4Hahy/view?usp=sharing,Trust
285,https://drive.google.com/file/d/1bK8tNnBPE_cIG01bREq1qaejYuJqdAuf/view?usp=sharing,Trust
286,https://drive.google.com/file/d/1P2dJ0V77XLxti9Sj66vYfjHklpp_ilQ7/view?usp=sharing,Surprise
287,https://drive.google.com/file/d/1auQ3Vy3NiAzqBRWS4jkrBbjK0gxpm1oa/view?usp=sharing,Neutral
288,https://drive.google.com/file/d/1Q6UYhFv2n4YnEsDqBpWB_WOKFAqckDqR/view?usp=sharing,Proud
289,https://drive.google.com/file/d/1PzfVDLwuOuvkXMoSCSJlG4jw2gjZiw7f/view?usp=sharing,Surprise
290,https://drive.google.com/file/d/1pGzhGp_4Wns6Vu30UqnneRjaKOEfnlgv/view?usp=sharing,Surprise
291,https://drive.google.com/file/d/1z2XXkOsrht4DoaCiESXM57fZPD19uVeF/view?usp=sharing,Proud
292,https://drive.google.com/file/d/1o495T41WvkbePjucBFRqY3py2bscj9j6/view?usp=sharing,Trust
293,https://www.instagram.com/reel/C1WmIidBhoS/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Proud
294,https://www.instagram.com/reel/C-KmtFmhA3N/?igsh=bG85dmNhMG5kZ3hy,Surprise
295,https://drive.google.com/file/d/1m6QMiRFLNN-ar8SirWcd7F7biMVQkQcQ/view?usp=drive_link,Anger
296,https://drive.google.com/file/d/1z_ht8tUGHqrXLijQntzDHDGvnVxYvp67/view?usp=drive_link,Anger
297,https://drive.google.com/file/d/17PEh13iqDufZbFYrX99th4oGWUyMBOrO/view?usp=drive_link,Surprise
298,https://drive.google.com/file/d/1QKbQgPG6bA1WDwuGpEvAnMmw1_qbtkFk/view?usp=drive_link,Anger
299,https://drive.google.com/file/d/1UE04wkbPDVwJAE8yDJ0CXAOInVEzH7Fx/view?usp=drive_link,Surprise
300,https://drive.google.com/file/d/13y34c8Vn-tnRdw2NMRPzW1f_QUljfX-A/view?usp=drive_link,Surprise
